raceId,driverId,constructorId,grid,laps,top3
481,118,53,16,0,0
481,205,25,20,0,0
481,211,37,0,0,0
481,181,54,0,0,0
481,196,37,0,0,0
481,210,55,0,0,0
482,105,25,3,75,1
482,187,1,9,75,1
482,158,27,4,75,1
482,117,4,1,75,0
482,177,3,6,75,0
482,206,3,14,74,0
482,176,21,17,74,0
482,205,25,19,74,0
482,110,51,18,73,0
482,152,51,16,73,0
482,184,21,23,73,0
482,211,37,25,73,0
482,196,37,24,69,0
482,181,54,22,62,0
482,182,1,13,53,0
482,210,55,26,39,0
482,118,53,10,32,0
482,173,32,20,28,0
482,207,6,7,26,0
482,137,34,12,26,0
482,163,4,2,20,0
482,119,34,5,17,0
482,95,32,21,8,0
482,172,27,11,5,0
482,175,6,8,0,0
482,195,57,15,0,0
482,197,45,27,0,0
482,170,53,0,0,0
482,194,54,0,0,0
482,192,56,0,0,0
483,178,3,2,80,1
483,199,3,3,80,1
483,137,34,4,80,1
483,207,51,6,80,0
483,158,25,8,80,0
483,175,55,17,79,0
483,192,56,18,78,0
483,163,4,20,77,0
483,176,57,19,70,0
483,202,6,11,67,0
483,197,27,10,64,0
483,212,34,15,49,0
483,152,51,9,41,0
483,172,27,12,41,0
483,177,56,16,41,0
483,136,54,21,41,0
483,119,21,1,33,0
483,213,45,24,26,0
483,95,32,7,25,0
483,203,6,5,17,0
483,187,1,23,16,0
483,173,32,13,13,0
483,117,4,14,0,0
483,110,1,22,0,0
483,214,25,0,0,0
483,206,37,0,0,0
483,215,45,0,0,0
483,216,21,0,0,0
483,194,37,0,0,0
484,199,3,2,62,1
484,178,3,3,62,1
484,119,21,4,62,1
484,176,57,18,62,0
484,173,32,10,62,0
484,172,27,16,62,0
484,197,27,23,62,0
484,187,1,15,61,0
484,177,56,12,61,0
484,175,55,19,61,0
484,95,32,13,61,0
484,137,34,1,60,0
484,217,25,24,57,0
484,158,25,14,49,0
484,152,51,6,40,0
484,203,6,7,25,0
484,212,34,11,22,0
484,117,4,5,20,0
484,216,21,21,20,0
484,202,6,17,19,0
484,110,1,20,9,0
484,163,4,8,0,0
484,207,51,9,0,0
484,192,56,22,0,0
484,136,54,0,0,0
484,213,45,0,0,0
484,215,45,0,0,0
484,194,45,0,0,0
484,206,37,0,0,0
484,218,57,0,0,0
485,137,34,1,53,1
485,199,3,4,53,1
485,117,4,2,53,1
485,178,3,3,53,0
485,163,4,5,53,0
485,173,32,10,52,0
485,119,21,9,52,0
485,207,51,17,52,0
485,216,21,19,52,0
485,152,51,22,51,0
485,110,1,18,51,0
485,136,54,23,51,0
485,217,25,24,51,0
485,203,6,7,40,0
485,175,55,14,36,0
485,187,1,11,36,0
485,212,34,6,32,0
485,192,56,20,28,0
485,172,27,21,19,0
485,176,57,16,14,0
485,177,56,8,4,0
485,95,32,15,3,0
485,202,6,12,3,0
485,158,25,13,1,0
485,215,45,0,0,0
485,213,45,0,0,0
485,206,37,0,0,0
485,219,27,0,0,0
485,194,37,0,0,0
486,137,34,5,60,1
486,119,21,9,60,1
486,199,3,2,60,1
486,212,34,13,60,0
486,202,6,6,60,0
486,110,1,14,60,0
486,203,6,1,60,0
486,163,4,3,59,0
486,176,57,21,59,0
486,187,1,7,58,0
486,175,55,16,58,0
486,178,3,8,58,0
486,201,54,24,57,0
486,219,27,18,45,0
486,194,37,23,38,0
486,105,25,17,31,0
486,213,45,20,31,0
486,152,51,11,28,0
486,158,25,19,28,0
486,207,51,12,26,0
486,177,56,15,14,0
486,172,27,10,7,0
486,117,4,4,3,0
486,215,45,22,0,0
486,216,21,0,0,0
486,206,37,0,0,0
486,136,54,0,0,0
486,192,56,0,0,0
486,118,53,0,0,0
486,205,53,0,0,0
486,173,32,0,0,0
486,95,32,0,0,0
487,199,3,1,54,1
487,172,27,9,54,1
487,95,32,10,54,1
487,203,6,7,54,0
487,173,32,14,54,0
487,158,25,8,54,0
487,187,1,5,54,0
487,202,6,3,54,0
487,152,51,17,54,0
487,207,51,18,53,0
487,176,57,15,52,0
487,105,25,19,52,0
487,160,45,24,50,0
487,212,34,21,39,0
487,219,27,16,35,0
487,192,56,20,29,0
487,213,45,22,22,0
487,178,3,6,19,0
487,110,1,23,11,0
487,137,34,2,10,0
487,177,56,11,10,0
487,117,4,12,2,0
487,119,21,4,0,0
487,216,21,13,0,0
487,206,37,0,0,0
487,163,4,0,0,0
487,194,37,0,0,0
487,201,54,0,0,0
487,175,55,0,0,0
487,118,53,0,0,0
487,205,53,0,0,0
488,203,6,2,76,1
488,178,3,7,76,1
488,172,27,8,76,1
488,202,6,17,75,0
488,158,25,15,74,0
488,176,57,19,74,0
488,175,55,16,72,0
488,137,34,1,53,0
488,187,1,10,52,0
488,105,25,20,50,0
488,152,51,18,50,0
488,117,4,9,45,0
488,199,3,4,33,0
488,173,32,6,32,0
488,163,4,13,32,0
488,119,21,5,29,0
488,95,32,3,15,0
488,216,21,14,14,0
488,110,1,11,0,0
488,207,51,12,0,0
488,177,56,0,0,0
488,219,27,0,0,0
488,212,34,0,0,0
488,192,56,0,0,0
488,160,45,0,0,0
488,213,45,0,0,0
488,201,54,0,0,0
488,206,37,0,0,0
488,194,37,0,0,0
488,205,53,0,0,0
488,118,53,0,0,0
489,203,6,7,80,1
489,172,27,1,80,1
489,187,1,4,80,1
489,199,3,3,80,0
489,173,32,10,80,0
489,95,32,11,80,0
489,178,3,2,80,0
489,207,51,8,80,0
489,163,4,17,80,0
489,152,51,6,80,0
489,192,56,21,79,0
489,177,56,15,78,0
489,175,55,16,78,0
489,194,57,24,77,0
489,202,6,13,76,0
489,206,37,22,75,0
489,158,25,20,62,0
489,219,27,19,51,0
489,212,34,18,46,0
489,216,21,23,43,0
489,137,34,9,43,0
489,117,4,5,28,0
489,119,21,12,21,0
489,110,1,14,9,0
489,105,25,0,0,0
489,213,45,0,0,0
489,201,54,0,0,0
489,205,53,0,0,0
489,118,53,0,0,0
489,220,45,0,0,0
490,117,4,3,80,1
490,187,1,2,80,1
490,137,34,4,80,1
490,163,4,1,80,0
490,202,6,14,79,0
490,173,32,8,79,0
490,95,32,13,79,0
490,207,51,10,79,0
490,212,34,15,78,0
490,199,3,7,78,0
490,110,1,5,78,0
490,176,55,21,78,0
490,158,25,19,77,0
490,119,21,18,77,0
490,152,51,12,77,0
490,105,25,23,77,0
490,178,3,9,76,0
490,172,27,6,57,0
490,206,37,20,55,0
490,203,6,11,41,0
490,175,27,16,30,0
490,177,56,17,11,0
490,194,57,22,6,0
490,192,56,24,0,0
490,216,21,0,0,0
490,205,53,0,0,0
490,201,54,0,0,0
490,213,45,0,0,0
490,118,53,0,0,0
491,187,1,5,68,1
491,199,3,9,68,1
491,172,27,14,67,1
491,158,25,23,67,0
491,212,34,13,67,0
491,201,54,21,67,0
491,206,37,17,66,0
491,197,45,20,65,0
491,163,4,1,64,0
491,119,21,10,64,0
491,176,55,24,61,0
491,207,51,11,59,0
491,177,56,14,56,0
491,173,32,22,25,0
491,117,4,2,17,0
491,175,27,15,15,0
491,202,6,4,13,0
491,137,34,3,11,0
491,152,51,12,5,0
491,203,6,8,4,0
491,178,3,7,3,0
491,110,1,6,3,0
491,105,25,19,1,0
491,216,21,18,8,0
491,192,56,0,0,0
491,205,53,0,0,0
491,95,32,0,0,0
491,194,57,0,0,0
491,118,53,0,0,0
491,213,45,0,0,0
492,137,34,6,45,1
492,117,4,1,45,1
492,172,27,7,45,1
492,212,34,16,45,0
492,158,25,18,45,0
492,187,1,9,44,0
492,173,32,14,44,0
492,197,45,17,44,0
492,207,51,12,44,0
492,203,6,8,44,0
492,178,3,4,44,0
492,216,21,26,44,0
492,163,4,2,44,0
492,176,55,22,43,0
492,152,51,17,43,0
492,194,57,23,39,0
492,201,54,28,35,0
492,199,3,3,27,0
492,119,21,13,27,0
492,175,27,11,27,0
492,206,37,21,15,0
492,95,32,15,12,0
492,110,1,10,4,0
492,202,6,5,1,0
492,177,56,0,0,0
492,205,53,0,0,0
492,213,45,0,0,0
492,118,53,0,0,0
492,105,25,0,0,0
492,192,56,0,0,0
493,172,27,4,53,1
493,163,4,1,53,1
493,137,34,7,53,1
493,178,3,6,53,0
493,199,3,5,53,0
493,187,1,12,53,0
493,173,32,9,52,0
493,110,1,18,52,0
493,202,6,8,52,0
493,197,45,14,51,0
493,206,37,19,47,0
493,207,51,13,46,0
493,201,54,21,44,0
493,119,21,10,43,0
493,194,57,20,43,0
493,105,25,22,40,0
493,152,51,16,35,0
493,212,34,15,32,0
493,216,21,24,27,0
493,117,4,2,26,0
493,175,27,17,26,0
493,95,32,11,23,0
493,203,6,3,11,0
493,176,55,23,0,0
493,158,25,0,0,0
493,118,53,0,0,0
493,205,53,0,0,0
493,213,45,0,0,0
494,117,4,1,72,1
494,137,34,3,72,1
494,178,3,4,72,1
494,212,34,15,71,0
494,173,32,9,71,0
494,194,57,24,70,0
494,216,21,21,69,0
494,176,55,20,69,0
494,105,25,25,68,0
494,201,54,23,68,0
494,207,51,7,62,0
494,187,1,8,50,0
494,158,25,22,46,0
494,197,45,18,29,0
494,163,4,2,21,0
494,152,51,14,19,0
494,172,27,6,18,0
494,199,3,5,18,0
494,119,21,10,16,0
494,206,37,19,5,0
494,202,6,12,4,0
494,95,32,17,1,0
494,175,27,11,1,0
494,203,6,16,0,0
494,110,1,0,0,0
494,205,53,0,0,0
494,177,56,0,0,0
494,192,56,0,0,0
494,213,45,0,0,0
494,118,53,0,0,0
495,117,4,3,52,1
495,178,3,5,52,1
495,199,3,2,52,1
495,173,32,11,52,0
495,202,6,8,52,0
495,137,34,6,51,0
495,110,1,16,51,0
495,152,51,10,50,0
495,197,45,18,50,0
495,205,53,23,49,0
495,207,51,13,40,0
495,206,37,19,36,0
495,175,27,15,22,0
495,95,32,12,21,0
495,187,1,7,19,0
495,119,21,20,18,0
495,105,25,22,17,0
495,194,57,24,13,0
495,163,4,1,12,0
495,172,27,4,11,0
495,158,25,17,11,0
495,201,54,21,10,0
495,203,6,9,5,0
495,212,34,14,1,0
495,176,55,0,0,0
495,213,45,0,0,0
495,118,53,0,0,0
495,216,21,0,0,0
495,177,56,0,0,0
495,192,56,0,0,0
496,172,27,10,63,1
496,187,1,9,63,1
496,203,6,11,63,1
496,152,51,15,62,0
496,137,34,1,62,0
496,173,32,7,62,0
496,207,51,16,62,0
496,206,37,20,61,0
496,176,55,19,61,0
496,199,3,2,60,0
496,105,25,22,59,0
496,158,25,14,56,0
496,110,1,13,51,0
496,117,4,4,48,0
496,95,32,5,45,0
496,201,54,21,40,0
496,212,34,6,35,0
496,197,45,23,26,0
496,178,3,3,24,0
496,202,6,12,24,0
496,194,57,24,8,0
496,175,27,17,6,0
496,119,21,18,6,0
496,163,4,8,0,0
496,177,56,0,0,0
496,192,56,0,0,0
496,205,53,0,0,0
496,198,21,0,0,0
496,118,53,0,0,0
496,213,45,0,0,0
497,178,3,2,75,1
497,117,4,5,75,1
497,152,51,8,75,1
497,95,32,9,75,0
497,137,34,4,75,0
497,172,27,12,75,0
497,187,1,6,75,0
497,199,3,1,74,0
497,202,6,18,73,0
497,177,56,20,73,0
497,119,21,11,71,0
497,110,1,14,69,0
497,105,25,17,67,0
497,194,57,24,61,0
497,118,53,22,43,0
497,207,51,10,29,0
497,203,6,3,22,0
497,212,34,16,20,0
497,176,55,23,19,0
497,158,25,19,10,0
497,163,4,13,10,0
497,175,27,7,2,0
497,173,32,15,2,0
497,197,45,21,0,0
497,201,54,0,0,0
497,192,56,0,0,0
497,206,37,0,0,0
497,198,21,0,0,0
497,205,53,0,0,0
497,213,45,0,0,0
498,178,3,1,53,1
498,137,34,4,53,1
498,177,56,13,53,1
498,206,25,22,53,0
498,152,51,20,52,0
498,117,1,12,52,0
498,217,34,16,51,0
498,221,51,23,46,0
498,222,6,11,45,0
498,223,57,15,44,0
498,224,56,24,37,0
498,203,6,8,36,0
498,172,27,2,30,0
498,119,21,7,27,0
498,176,54,21,27,0
498,207,32,6,20,0
498,200,21,14,20,0
498,199,3,10,12,0
498,173,32,5,7,0
498,187,1,17,5,0
498,219,4,9,3,0
498,163,4,19,2,0
498,202,27,3,1,0
498,197,25,18,1,0
498,225,58,0,0,0
498,140,58,0,0,0
498,136,54,0,0,0
498,158,45,0,0,0
499,163,4,6,40,1
499,173,32,7,40,1
499,178,3,10,40,1
499,202,27,2,40,0
499,117,1,13,40,0
499,119,21,14,39,0
499,176,54,20,39,0
499,217,34,18,39,0
499,177,56,15,39,0
499,200,21,16,39,0
499,187,1,23,39,0
499,197,25,22,39,0
499,152,51,17,39,0
499,206,25,24,38,0
499,224,56,19,38,0
499,203,6,3,36,0
499,221,51,21,33,0
499,219,4,1,25,0
499,137,34,9,14,0
499,172,27,5,13,0
499,223,57,12,13,0
499,222,6,8,10,0
499,207,32,11,1,0
499,199,3,4,1,0
499,136,54,0,0,0
499,225,58,0,0,0
499,140,58,0,0,0
499,158,45,0,0,0
500,163,4,2,78,1
500,172,27,4,78,1
500,202,27,5,78,1
500,137,34,3,78,0
500,199,3,6,77,0
500,200,21,19,77,0
500,197,25,13,77,0
500,224,56,18,77,0
500,223,57,20,77,0
500,217,34,17,77,0
500,187,1,21,76,0
500,207,32,15,76,0
500,209,58,24,70,0
500,152,51,12,69,0
500,219,4,1,61,0
500,206,25,16,61,0
500,177,56,23,58,0
500,221,51,7,53,0
500,178,3,8,34,0
500,203,6,10,31,0
500,222,6,9,14,0
500,119,21,11,10,0
500,158,45,22,8,0
500,173,32,14,1,0
500,117,1,0,0,0
500,176,54,0,0,0
500,225,58,0,0,0
500,136,54,0,0,0
501,137,34,1,80,1
501,119,21,8,80,1
501,224,56,24,80,1
501,187,1,21,79,0
501,222,6,16,79,0
501,202,27,9,79,0
501,200,21,17,79,0
501,206,25,14,79,0
501,163,4,2,78,0
501,219,4,11,71,0
501,177,56,22,58,0
501,223,57,23,50,0
501,152,51,6,49,0
501,178,3,5,47,0
501,203,6,10,46,0
501,221,51,3,40,0
501,172,27,13,36,0
501,158,45,19,11,0
501,199,3,7,3,0
501,197,25,12,3,0
501,173,32,20,3,0
501,136,54,4,0,0
501,207,32,15,0,0
501,217,34,18,0,0
501,225,58,0,0,0
501,209,58,0,0,0
501,226,1,0,0,0
502,202,27,2,72,1
502,178,3,1,72,1
502,199,3,4,72,1
502,163,4,6,71,0
502,197,25,9,71,0
502,203,6,12,71,0
502,177,56,21,71,0
502,222,6,14,70,0
502,206,25,11,70,0
502,173,32,8,69,0
502,172,27,3,68,0
502,136,54,15,64,0
502,187,1,20,61,0
502,119,21,16,58,0
502,207,32,17,41,0
502,221,51,10,38,0
502,137,34,7,32,0
502,117,1,19,29,0
502,224,56,24,16,0
502,227,57,23,12,0
502,152,51,18,11,0
502,217,34,22,5,0
502,200,21,13,1,0
502,219,4,5,1,0
502,209,58,0,0,0
502,225,58,0,0,0
502,158,45,0,0,0
503,199,3,2,76,1
503,172,27,5,76,1
503,137,34,4,76,1
503,200,21,15,75,0
503,203,6,6,75,0
503,224,56,18,74,0
503,207,32,19,73,0
503,119,21,11,73,0
503,173,32,14,68,0
503,136,54,13,64,0
503,202,27,1,54,0
503,163,4,20,53,0
503,221,51,7,50,0
503,222,6,17,27,0
503,219,4,16,25,0
503,178,3,3,24,0
503,152,51,8,0,0
503,197,25,9,0,0
503,117,1,10,0,0
503,206,25,12,0,0
503,187,1,0,0,0
503,158,45,0,0,0
503,209,58,0,0,0
503,177,56,0,0,0
503,217,34,0,0,0
503,227,57,0,0,0
503,225,58,0,0,0
504,178,3,4,54,1
504,202,27,3,54,1
504,172,27,1,54,1
504,137,34,8,54,0
504,163,4,2,54,0
504,199,3,5,54,0
504,187,1,13,53,0
504,203,6,17,53,0
504,119,21,18,53,0
504,200,21,15,53,0
504,206,25,20,52,0
504,222,6,19,52,0
504,224,56,24,50,0
504,197,25,16,50,0
504,158,45,21,43,0
504,176,54,11,26,0
504,221,51,10,25,0
504,207,32,12,18,0
504,177,56,23,8,0
504,152,51,9,8,0
504,117,1,7,6,0
504,173,32,14,3,0
504,219,4,6,0,0
504,217,34,22,0,0
504,209,58,0,0,0
504,136,57,0,0,0
504,225,58,0,0,0
505,178,3,3,76,1
505,137,34,5,76,1
505,199,3,4,76,1
505,206,25,10,75,0
505,197,25,11,75,0
505,117,1,7,75,0
505,212,34,17,74,0
505,187,1,12,74,0
505,119,21,21,73,0
505,222,6,23,73,0
505,211,3,18,73,0
505,224,56,22,72,0
505,200,21,24,69,0
505,163,4,16,67,0
505,202,27,1,63,0
505,176,54,15,59,0
505,207,32,9,57,0
505,152,51,6,42,0
505,203,6,19,35,0
505,172,27,2,30,0
505,221,51,8,27,0
505,158,45,20,17,0
505,173,32,14,16,0
505,219,4,13,4,0
505,136,57,0,0,0
505,177,56,0,0,0
505,228,3,0,0,0
506,172,27,5,45,1
506,199,3,4,45,1
506,178,3,1,45,1
506,137,34,6,45,0
506,152,51,19,45,0
506,203,6,16,45,0
506,207,32,9,45,0
506,200,21,17,45,0
506,119,21,10,44,0
506,206,25,22,44,0
506,117,1,14,44,0
506,176,54,13,44,0
506,222,6,21,44,0
506,136,57,24,44,0
506,197,25,23,44,0
506,173,32,11,43,0
506,187,1,20,39,0
506,219,4,2,27,0
506,163,4,3,26,0
506,158,45,18,23,0
506,202,27,7,18,0
506,224,56,12,18,0
506,177,56,8,8,0
506,212,34,15,4,0
506,211,3,0,0,0
506,229,54,0,0,0
507,219,4,2,54,1
507,178,3,3,54,1
507,199,3,4,54,1
507,172,27,5,54,0
507,137,34,7,54,0
507,173,32,9,54,0
507,117,1,12,54,0
507,203,6,15,53,0
507,163,4,1,53,0
507,212,34,14,53,0
507,224,56,23,53,0
507,176,54,16,53,0
507,222,6,22,53,0
507,119,21,18,53,0
507,211,3,20,52,0
507,177,56,11,52,0
507,95,32,24,40,0
507,187,1,21,34,0
507,152,51,8,28,0
507,202,27,13,25,0
507,197,25,6,25,0
507,158,45,19,23,0
507,206,25,10,12,0
507,207,32,17,6,0
507,136,57,0,0,0
507,200,21,0,0,0
508,137,34,5,72,1
508,163,4,1,72,1
508,172,27,6,72,1
508,199,3,3,72,0
508,197,25,17,72,0
508,117,1,18,72,0
508,203,6,7,71,0
508,207,32,10,70,0
508,222,6,12,70,0
508,176,54,20,69,0
508,178,3,4,69,0
508,206,25,23,60,0
508,152,51,8,58,0
508,158,45,19,38,0
508,119,21,14,29,0
508,219,4,2,23,0
508,230,51,22,21,0
508,209,57,24,21,0
508,187,1,9,18,0
508,224,56,21,16,0
508,95,32,16,15,0
508,173,32,11,2,0
508,202,27,15,2,0
508,212,34,13,1,0
508,211,3,0,0,0
508,136,57,0,0,0
508,191,21,0,0,0
508,177,56,0,0,0
508,200,21,0,0,0
509,137,34,5,60,1
509,178,3,6,60,1
509,199,3,3,60,1
509,173,32,18,59,0
509,177,56,11,59,0
509,202,27,13,59,0
509,117,1,24,59,0
509,222,6,16,59,0
509,172,27,20,59,0
509,163,4,1,58,0
509,211,3,21,58,0
509,158,45,17,57,0
509,197,25,12,54,0
509,219,4,2,53,0
509,176,54,23,45,0
509,207,32,10,40,0
509,119,21,7,38,0
509,206,25,22,33,0
509,187,1,14,20,0
509,212,34,9,18,0
509,224,56,15,17,0
509,203,6,8,5,0
509,152,51,4,5,0
509,230,51,19,4,0
509,95,32,0,0,0
509,181,21,0,0,0
509,136,57,0,0,0
509,209,57,0,0,0
510,178,3,2,70,1
510,199,3,5,70,1
510,202,27,3,70,1
510,187,1,7,70,0
510,203,6,22,70,0
510,212,34,10,69,0
510,197,25,15,69,0
510,172,27,9,68,0
510,177,56,6,68,0
510,173,32,17,68,0
510,200,21,21,67,0
510,136,57,19,66,0
510,117,1,12,41,0
510,163,4,23,39,0
510,219,4,13,25,0
510,137,34,1,23,0
510,207,32,18,11,0
510,110,51,8,8,0
510,158,45,14,8,0
510,224,56,16,8,0
510,152,51,4,7,0
510,119,21,11,6,0
510,206,25,20,0,0
510,191,25,24,0,0
510,176,54,0,0,0
510,222,6,0,0,0
510,211,3,0,0,0
510,214,3,0,0,0
511,178,3,5,59,1
511,199,3,3,59,1
511,202,27,7,59,1
511,173,32,4,59,0
511,172,27,12,58,0
511,207,32,11,58,0
511,163,4,6,58,0
511,176,54,17,57,0
511,211,3,15,57,0
511,177,56,14,57,0
511,222,6,23,56,0
511,187,1,9,50,0
511,203,6,18,49,0
511,197,25,22,40,0
511,200,21,24,36,0
511,152,51,1,31,0
511,137,34,2,25,0
511,212,34,8,20,0
511,158,45,16,20,0
511,119,21,20,16,0
511,136,57,25,16,0
511,224,56,19,15,0
511,206,25,21,3,0
511,110,51,10,2,0
511,117,1,13,0,0
511,191,25,0,0,0
511,209,3,0,0,0
512,172,27,1,53,1
512,199,32,3,53,1
512,187,1,6,53,1
512,221,27,2,53,0
512,207,32,7,52,0
512,224,56,11,52,0
512,173,58,16,52,0
512,200,21,14,51,0
512,178,3,15,51,0
512,223,3,17,51,0
512,206,57,24,51,0
512,203,6,10,48,0
512,212,32,19,46,0
512,136,58,21,42,0
512,231,59,18,41,0
512,197,25,4,15,0
512,219,4,12,15,0
512,182,204,23,8,0
512,163,4,25,6,0
512,222,6,5,0,0
512,202,25,8,0,0
512,175,1,9,0,0
512,137,204,20,0,0
512,232,60,22,0,0
512,119,21,13,0,0
512,233,54,0,0,0
513,172,27,1,40,1
513,221,27,2,40,1
513,199,32,3,40,1
513,202,25,8,40,0
513,203,6,5,39,0
513,222,6,6,39,0
513,200,21,19,39,0
513,187,1,14,39,0
513,119,21,16,39,0
513,219,4,7,39,0
513,224,56,9,39,0
513,173,58,20,39,0
513,206,57,23,39,0
513,136,58,21,39,0
513,223,3,17,38,0
513,178,3,13,33,0
513,233,54,24,31,0
513,163,4,11,28,0
513,231,59,10,7,0
513,175,1,18,7,0
513,182,204,12,5,0
513,137,204,22,5,0
513,207,32,4,2,0
513,197,25,15,0,0
513,212,32,0,0,0
513,232,60,0,0,0
514,203,6,3,78,1
514,222,6,2,78,1
514,197,25,9,78,1
514,207,32,8,78,0
514,199,32,11,78,0
514,182,204,4,77,0
514,137,204,12,77,0
514,231,59,13,77,0
514,223,3,22,76,0
514,175,1,17,75,0
514,119,21,16,75,0
514,200,21,20,74,0
514,224,56,18,74,0
514,212,32,23,71,0
514,163,4,10,67,0
514,178,3,19,63,0
514,187,1,14,61,0
514,233,54,24,57,0
514,219,4,1,47,0
514,172,27,6,45,0
514,202,25,7,25,0
514,173,58,15,16,0
514,221,27,5,4,0
514,136,58,21,2,0
514,206,57,0,0,0
514,232,60,0,0,0
515,203,6,1,80,1
515,222,6,3,80,1
515,178,3,10,80,1
515,207,32,6,80,0
515,221,27,4,80,0
515,197,25,7,79,0
515,173,58,20,78,0
515,137,204,12,78,0
515,200,21,13,78,0
515,202,25,17,72,0
515,212,32,23,71,0
515,206,57,24,69,0
515,187,1,18,62,0
515,233,54,21,49,0
515,223,3,15,48,0
515,136,58,14,47,0
515,119,21,9,40,0
515,199,32,2,21,0
515,224,56,16,19,0
515,232,60,22,13,0
515,172,27,5,8,0
515,231,59,8,0,0
515,182,204,11,0,0
515,175,1,19,0,0
515,163,4,0,0,0
515,219,4,0,0,0
516,221,27,2,75,1
516,199,32,8,75,1
516,207,32,4,75,1
516,222,6,5,75,0
516,197,25,12,75,0
516,202,25,10,75,0
516,203,6,3,75,0
516,200,21,17,75,0
516,163,4,11,74,0
516,119,21,16,74,0
516,224,56,19,74,0
516,136,58,24,73,0
516,175,1,20,72,0
516,233,54,21,69,0
516,182,204,6,63,0
516,212,32,23,58,0
516,178,3,13,54,0
516,173,58,22,52,0
516,223,3,14,32,0
516,231,59,15,26,0
516,219,4,9,21,0
516,187,1,18,21,0
516,172,27,1,15,0
516,137,204,7,15,0
516,206,57,0,0,0
516,232,60,0,0,0
516,234,61,0,0,0
517,222,6,7,70,1
517,172,27,1,70,1
517,202,25,12,70,1
517,199,32,10,70,0
517,119,21,16,70,0
517,187,1,19,70,0
517,203,6,6,69,0
517,233,54,20,69,0
517,224,56,23,68,0
517,136,58,21,68,0
517,197,25,11,67,0
517,221,27,2,46,0
517,231,59,9,40,0
517,178,3,4,39,0
517,207,32,5,27,0
517,137,204,3,23,0
517,182,204,13,23,0
517,163,4,18,22,0
517,152,51,14,21,0
517,173,58,24,21,0
517,200,21,22,17,0
517,212,32,15,13,0
517,219,4,17,13,0
517,223,3,8,1,0
517,175,1,0,0,0
517,232,60,0,0,0
517,206,57,0,0,0
517,234,61,0,0,0
518,222,6,1,76,1
518,223,3,16,76,1
518,199,32,11,76,1
518,187,1,14,76,0
518,221,27,3,75,0
518,200,21,8,69,0
518,137,204,18,68,0
518,219,4,20,68,0
518,172,27,5,55,0
518,203,6,2,54,0
518,178,3,9,43,0
518,197,25,6,34,0
518,233,54,12,30,0
518,182,204,4,21,0
518,202,25,7,21,0
518,207,32,13,21,0
518,224,56,17,17,0
518,163,4,19,8,0
518,231,59,10,4,0
518,119,21,15,4,0
518,173,58,0,0,0
518,175,1,0,0,0
518,136,58,0,0,0
518,206,57,0,0,0
518,234,60,0,0,0
519,219,4,1,80,1
519,203,6,3,80,1
519,163,4,2,80,1
519,178,3,7,80,0
519,197,25,10,80,0
519,223,3,9,80,0
519,222,6,5,79,0
519,172,27,8,79,0
519,177,59,16,79,0
519,175,1,20,78,0
519,187,1,15,78,0
519,212,32,23,78,0
519,199,32,13,77,0
519,119,21,19,77,0
519,200,21,22,75,0
519,173,58,24,75,0
519,152,51,17,75,0
519,136,58,21,73,0
519,202,25,11,71,0
519,224,56,18,53,0
519,137,204,4,52,0
519,207,32,12,51,0
519,235,27,14,45,0
519,182,204,6,23,0
519,233,54,0,0,0
519,236,57,0,0,0
519,232,60,0,0,0
520,223,3,4,68,1
520,163,4,5,68,1
520,197,25,16,67,1
520,187,1,7,67,0
520,222,6,11,67,0
520,235,27,17,67,0
520,175,1,18,66,0
520,199,32,8,66,0
520,212,32,26,66,0
520,202,25,15,66,0
520,136,58,21,65,0
520,173,58,12,65,0
520,236,57,23,65,0
520,203,6,13,63,0
520,119,21,19,45,0
520,172,27,10,44,0
520,177,59,14,44,0
520,178,3,1,38,0
520,200,21,20,37,0
520,224,56,22,25,0
520,219,4,2,21,0
520,182,204,6,12,0
520,207,32,9,3,0
520,137,204,3,1,0
520,233,54,0,0,0
520,232,60,0,0,0
521,178,3,2,45,1
521,223,3,6,45,1
521,172,27,3,45,1
521,222,6,5,45,0
521,187,1,12,45,0
521,200,21,18,44,0
521,209,25,16,44,0
521,203,6,9,44,0
521,202,25,8,44,0
521,136,58,20,44,0
521,173,58,21,43,0
521,137,204,4,42,0
521,119,21,19,34,0
521,175,1,15,30,0
521,177,59,17,29,0
521,182,204,7,27,0
521,235,27,14,24,0
521,212,32,24,22,0
521,207,32,11,16,0
521,163,4,10,9,0
521,219,4,1,7,0
521,224,56,22,4,0
521,199,32,13,1,0
521,233,54,23,0,0
521,236,57,0,0,0
521,232,60,0,0,0
522,178,3,2,54,1
522,203,6,5,54,1
522,172,27,8,54,1
522,222,6,9,54,0
522,223,3,6,54,0
522,163,4,1,53,0
522,202,25,10,53,0
522,206,25,11,53,0
522,187,1,16,53,0
522,175,1,14,53,0
522,182,204,4,45,0
522,236,57,24,42,0
522,119,21,13,34,0
522,173,58,22,34,0
522,137,204,7,32,0
522,233,54,18,28,0
522,235,27,21,26,0
522,199,32,17,22,0
522,219,4,3,16,0
522,177,59,19,15,0
522,224,56,12,15,0
522,136,58,23,3,0
522,200,21,20,1,0
522,207,32,15,0,0
522,212,32,0,0,0
522,232,60,0,0,0
523,178,3,2,75,1
523,222,6,5,75,1
523,172,27,7,75,1
523,137,204,11,74,0
523,235,27,20,74,0
523,200,21,18,73,0
523,212,32,24,73,0
